From,To,Intensity,Fuel,Value
2021-08-03T21:00Z,2021-08-03T21:30Z,111,hydro,0.2
2021-08-03T21:00Z,2021-08-03T21:30Z,111,solar,0.0
2021-08-03T21:00Z,2021-08-03T21:30Z,111,wind,1.2
2021-08-03T21:30Z,2021-08-03T22:00Z,109,biomass,0.0
2021-08-03T21:30Z,2021-08-03T22:00Z,109,coal,0.0
2021-08-03T21:30Z,2021-08-03T22:00Z,109,imports,76.4
2021-08-03T21:30Z,2021-08-03T22:00Z,109,gas,22.3
2021-08-03T21:30Z,2021-08-03T22:00Z,109,nuclear,0.0
2021-08-03T21:30Z,2021-08-03T22:00Z,109,other,0.0
2021-08-03T21:30Z,2021-08-03T22:00Z,109,hydro,0.2
2021-08-03T21:30Z,2021-08-03T22:00Z,109,solar,0.0
2021-08-03T21:30Z,2021-08-03T22:00Z,109,wind,1.1
2021-08-03T22:00Z,2021-08-03T22:30Z,127,biomass,0.0
2021-08-03T22:00Z,2021-08-03T22:30Z,127,coal,0.0
2021-08-03T22:00Z,2021-08-03T22:30Z,127,imports,71.0
2021-08-03T22:00Z,2021-08-03T22:30Z,127,gas,27.3
2021-08-03T22:00Z,2021-08-03T22:30Z,127,nuclear,0.0
2021-08-03T22:00Z,2021-08-03T22:30Z,127,other,0.0
2021-08-03T22:00Z,2021-08-03T22:30Z,127,hydro,0.7
2021-08-03T22:00Z,2021-08-03T22:30Z,127,solar,0.0
2021-08-03T22:00Z,2021-08-03T22:30Z,127,wind,1.1
2021-08-03T22:30Z,2021-08-03T23:00Z,126,biomass,0.0
2021-08-03T22:30Z,2021-08-03T23:00Z,126,coal,0.0
2021-08-03T22:30Z,2021-08-03T23:00Z,126,imports,71.4
2021-08-03T22:30Z,2021-08-03T23:00Z,126,gas,26.9
2021-08-03T22:30Z,2021-08-03T23:00Z,126,nuclear,0.0
2021-08-03T22:30Z,2021-08-03T23:00Z,126,other,0.0
2021-08-03T22:30Z,2021-08-03T23:00Z,126,hydro,0.8
2021-08-03T22:30Z,2021-08-03T23:00Z,126,solar,0.0
2021-08-03T22:30Z,2021-08-03T23:00Z,126,wind,0.9
2021-08-03T23:00Z,2021-08-03T23:30Z,133,biomass,0.0
2021-08-03T23:00Z,2021-08-03T23:30Z,133,coal,0.0
2021-08-03T23:00Z,2021-08-03T23:30Z,133,imports,69.6
2021-08-03T23:00Z,2021-08-03T23:30Z,133,gas,28.9
2021-08-03T23:00Z,2021-08-03T23:30Z,133,nuclear,0.0
2021-08-03T23:00Z,2021-08-03T23:30Z,133,other,0.0
2021-08-03T23:00Z,2021-08-03T23:30Z,133,hydro,0.6
2021-08-03T23:00Z,2021-08-03T23:30Z,133,solar,0.0
2021-08-03T23:00Z,2021-08-03T23:30Z,133,wind,0.9
2021-08-03T23:30Z,2021-08-04T00:00Z,125,biomass,0.0
2021-08-03T23:30Z,2021-08-04T00:00Z,125,coal,0.0
2021-08-03T23:30Z,2021-08-04T00:00Z,125,imports,72.0
2021-08-03T23:30Z,2021-08-04T00:00Z,125,gas,26.8
2021-08-03T23:30Z,2021-08-04T00:00Z,125,nuclear,0.0
2021-08-03T23:30Z,2021-08-04T00:00Z,125,other,0.0
2021-08-03T23:30Z,2021-08-04T00:00Z,125,hydro,0.3
2021-08-03T23:30Z,2021-08-04T00:00Z,125,solar,0.0
2021-08-03T23:30Z,2021-08-04T00:00Z,125,wind,0.9
