Date,Time,Demand
2021-08-16,11:15,29044.0
2021-08-16,11:20,29004.0
2021-08-16,11:25,29030.0
2021-08-16,11:30,29039.0
2021-08-16,11:35,29062.0
2021-08-16,11:40,29021.0
2021-08-16,11:45,28893.0
2021-08-16,11:50,28865.0
2021-08-16,11:55,28960.0
2021-08-16,12:00,28924.0
2021-08-16,12:05,28941.0
